Project ID,Insect Type,Insect Order,Project Title,Project Description,Type,16s rRNA,full_results
PRJNA385329,,,Most common agricultural predators and prey in Brazil raw sequence reads,Most common agricultural predators and prey in Brazil raw sequence reads,paired,1,0
PRJNA384603,Panchlora cockroach,Blattodea,16S rRNA gene sequencing across gut sections of a juvenile Panchlora cockroach Raw sequence reads,Major changes in microbial diversity and community composition across gut sections of a juvenile Panchlora cockroach,single,0,0
PRJNA384484,Dendroctonus,Coleoptera,Dendroctonus spp. Raw sequence reads,Gut bacterial communities of Dendroctonus species,paired,0,0
PRJNA384148,Spodoptera littoralis,Lepidoptera,Spodoptera littoralis gut microbiome Raw sequence reads,In present work effect of plant secondary metabolite salicin on gut microbiome of Spodoptera littoralis was studied.,paired,0,0
PRJNA383621,mealworms,Coleoptera,Study on the gut microbiotia of plastic-eating mealworms by using high-throughput sequencing Targeted loci,"[Objective] To determine the composition and diversity of microbial communities in the plastic-eating mealworms’ (Tenebrio molitor) gut microbiota. [Methods] The mealworms were fed for 90 days in two groups, plastic-eating group and paper-eating group, and the bacterial community structure of their gut microbiota were investigated using high-throughput sequencing targeting V3–V4 regions in 16S rRNA gene.",paired,1,1
PRJNA383138,attine ant ,Hymenoptera,Uncultured bacteria of attine ant guts across development,"16S-Miseq sequencing of individual attine ant guts at different developmental stages: larva, pupa and adult",paired,1,1
PRJNA381749,Triatoma maculata/Rhodnius pallescens,Hemiptera,insect gut microbiota Raw sequence reads,Analysis of the midgut microbiota of Triatoma maculata and Rhodnius pallescens,paired,1,1
PRJNA379119,Thaumetopoea pityocampa,Lepidoptera,Thaumetopoea pityocampa gut bacterial community,Thaumetopoea pityocampa gut bacterial community characterized through metabarcoding,single,0,0
PRJNA378851,,,Analysis of transcriptomic dynamics during the compatible and incompatible interactions between Brassica napus and Leptosphaeria maculans Transcriptome,"Leptosphaeria maculans (anamorph Phoma lingam), the causal agent of blackleg disease in Brassica napus, poses a continual threat to canola/rapeseed production The overall goal of this study is to decipher the transcriptomic dynamics of both B. napus and L. maculans during the compatible and incompatible interactions at the early infection. Furthermore, this study will put more insight into the molecular mechanism of plant resistance to the L. maculans infection and contribute to the development of more efficient disease control methods.",paired,0,0
PRJNA377390,Bombyx mori,Lepidoptera,Bombyx mori P50 Raw sequence reads,The silkworm gut microbiota,paired,0,0
PRJNA377061,Melolontha hippocastani ,Coleoptera,Melolontha hippocastani Raw sequence reads,Illumina-SIP in order to elucidate the gut symbiotic bacteria involved in urea and cellulose digestion,paired,0,0
PRJNA374733,Mosquito,Diptera,Comparison of microbiome profiles among 12 mosquito species in Illinois,MiSeq sequencing of the 16S rRNA gene to characterize the midgut bacterial communities of field-collected populations of 12 mosquito species,paired,1,1
PRJNA366619,Locust ,Orthoptera,"Locust gut microbial communities from Jena, Germany - metatranscriptome schouwia metatranscriptome","Locust gut microbial communities from Jena, Germany - metatranscriptome schouwia metatranscriptome",paired,0,0
PRJNA366596,Locust ,Orthoptera,"Locust gut microbial communities from Jena, Germany - metatranscriptome miscanthus metatranscriptome","Locust gut microbial communities from Jena, Germany - metatranscriptome miscanthus metatranscriptome",paired,0,0
PRJEB17886,Mosquito,Diptera,Geographic differences in mosquito microbiota,"Placeholder, as this is being registered before manuscript has been completed.",paired,1,1
PRJEB17686,lycaenid butterflies,Lepidoptera,Microbial communities of lycaenid butterflies do not correlate with host diet,"Herbivorous lifestyles present numerous challenges, yet many animals – especially insects – are successful herbivores. There are a variety of herbivore counteradaptations to plant defenses, and growing body of research describes the role of symbiotic gut bacteria in mediating herbivorous diets among insects. However, persistent bacterial symbioses have not been described in detail for Lepidoptera, despite being one of the largest herbivore groups on earth. We surveyed larvae from 31 species of lycaenid butterflies and compared the gut bacterial communities associated with species with diverse diets. Contrary to our expectations, we find that the bacterial communities of carnivorous and herbivorous caterpillars do not differ in richness, diversity, or composition. Many of the observed bacterial genera are commonly found in soil and plant surfaces, and we detected known homopteran endosymbionts in the guts of homopterophagous species, suggesting that larvae acquire many of the gut bacteria from their food and environment. These results indicate that lycaenid butterflies do not rely on bacterial symbioses to mediate their diverse diets, and provide further evidence of depauperate bacterial communities among Lepidoptera.",single,0,0
PRJNA348791,Apis cerana,Hymenoptera,insect gut metagenome Raw sequence reads,"bacterial diversity in the midgut of Chinese Honey bee, Apis cerana cerana (Hymenoptera, Apidae)",paired,1,0
PRJNA348558,Cerambycidae Species (Coleoptera),Coleoptera,insect gut bacterial symbionts Targeted loci,"Effects of Diet Type, Developmental Stage and Gut Compartment on the Gut Bacterial</p><p>Communities of Two Cerambycidae Species (Coleoptera)",single,0,0
PRJNA347319,Drosophila,Diptera,Bacterial communities isolated from different populations of Drosophila suzukii Raw sequence reads,"The spotted wing drosophila, Drosophila suzukii (Diptera, Drosophilidae) is a highly polyphagous pest of a wide variety of wild or cultivated berry and stone fruit. Originating from Southeast Asia it has recently invaded a wide range of regions in Europe and North-America. In this study, we present the first in-depth characterization of gut bacterial diversity from field (native and invasive range) and lab-reared populations of this insect. The gut bacterial communities of field insects were dominated by two families of the phylum Proteobacteria: Acetobacteraceae and Enterobacteriaceae, while Firmicutes, mainly represented by the family Staphylococcaceae, prevailed in lab reared population. Locality resulted the most significant factor in shaping the microbiota of wild flies. Moreover, a negative correlation between diversity and abundance of Enterobacteriaceae and the time elapsed since the establishment of D. suzukii in a new region was observed.",paired,0,0
PRJNA343943,Asian longhorned beetle,Coleoptera,Asian longhorned beetle gut microbiota sequencing,"Study aimed to assess if and how gut fungal and bacterial communities differ between Asian longhorned beetle (Anoplophora glabripennis) populations and throughout the gut of the insect. Populations exhibited different bacterial and fungal communities. Despite a physiological gradient throughout the gut of the insects, there were no differences in the communities of bacteria or fungi observed.",paired,0,0
PRJNA341389,Drosophila,Diptera,"Amplicon study of bacterial gut microbiotas from Drosophila species: D. falleni, D. recens, D. neotestacea, D. putrida. Raw sequence reads","The forces contributing to the assembly and diversity of the gut microbiota are a combination of chance, host-based selection, and interactions between microorganisms within these communities. We surveyed 215 wild individuals from four sympatric species of Drosophila that share a common diet of decaying mushrooms to distinguish between these forces and provide insight into the evolution of the microbiota.",paired,1,0
PRJNA339920,Philornis downsi,Diptera,Host-specific associations among the microbiome of the parasitic fly Philornis downsi and Darwin’s finches,Host-specific associations among the microbiome of the parasitic fly Philornis downsi and Darwin’s finches,paired,0,0
PRJNA338694,honey bee,Hymenoptera,insect gut metagenome Raw sequence reads,Effects of tetracycline exposure on honeybee gut microbial community size and composition,paired,0,0
PRJNA336870,honey bee,Hymenoptera,"Honey bee gut microbial communities from New Haven, Connecticut, USA - Honey Bee colony","Honey bee gut microbial communities from Yale University West Campus, CT. USA metagenome",paired,0,0
PRJNA336853,Termite,Blattodea,P3 Gut Segment Termite Single Cell Genome_Treponema sp. T4a from Florida USA metagenome,P3 Gut Segment Termite Single Cell Genome_Treponema sp. T4a from Florida USA metagenome,paired,0,0
PRJNA336816,Locust,Orthoptera,"Locust gut microbial communities from Jena, Germany - metagenome metagenome","Locust gut microbial communities from Jena, Germany - metagenome metagenome",paired,0,0
PRJNA336713,Termite,Blattodea,"P3 Gut Segment Termite Single Cell Genome_Treponema sp. T3b, from Florida USA metagenome","P3 Gut Segment Termite Single Cell Genome_Treponema sp. T3b, from Florida USA metagenome",paired,0,0
PRJNA336712,Termite,Blattodea,"P3 Gut Segment Termite Single Cell Genome_Treponema sp. T4b from Florida, USA metagenome","P3 Gut Segment Termite Single Cell Genome_Treponema sp. T4b from Florida, USA metagenome",paired,0,0
PRJNA336696,Nasutitermes corniger,Isoptera,"Nasutitermes corniger P3 segment gut microbial communities from Florida, USA - Single Cell Genome_Tm7 sp. T15b metagenome","Nasutitermes corniger P3 segment gut microbial communities from Florida, USA - Single Cell Genome_Tm7 sp. T15b metagenome",paired,0,0
PRJNA336667,Nasutitermes corniger,Isoptera,"Nasutitermes corniger P3 segment gut microbial communities from Florida, USA - Single Cell Genome_Treponema RFS99 T5b metagenome","Nasutitermes corniger P3 segment gut microbial communities from Florida, USA - Single Cell Genome_Treponema RFS99 T5b metagenome",paired,0,0
PRJNA336666,Nasutitermes corniger,Isoptera,"Nasutitermes corniger P3 segment gut microbial communities from Florida, USA - single cells metagenome","Nasutitermes corniger P3 segment gut microbial communities from Florida, USA - single cells metagenome",paired,0,0
PRJNA336662,Nasutitermes corniger,Isoptera,"Nasutitermes corniger P3 segment gut microbial communities from Florida, USA - Single Cell Genome_Fibrobacteres-2 sp T8b metagenome","Nasutitermes corniger P3 segment gut microbial communities from Florida, USA - Single Cell Genome_Fibrobacteres-2 sp T8b metagenome",paired,0,0
PRJNA336656,Locust,Orthoptera,"Locust gut microbial communities from Jena, Germany metagenome","Locust gut microbial communities from Jena, Germany metagenome",paired,0,0
PRJNA336643,Nasutitermes corniger,Isoptera,"Nasutitermes corniger P3 segment gut microbial communities from Florida, USA - Single Cell Genome_Actinobacteria sp. T11a metagenome","Nasutitermes corniger P3 segment gut microbial communities from Florida, USA - Single Cell Genome_Actinobacteria sp. T11a metagenome",paired,0,0
PRJEB14927,honey bee,Hymenoptera,Microbiome of honey bees from Puerto Rico,"Samples of bees, royal jelly from honey bees (Apis mellifera) in Puerto Rico. Includes whole head, whole larva, whole pupa, whole gut and royal jelly. Effect of Tetracycline application.",single,0,0
PRJNA331189,honey bee,Hymenoptera,insect gut metagenome Genome sequencing and assembly,Metagenome sequence of the culture of honey bee gut,paired,0,0
PRJNA331003,Hesperiidae,Lepidoptera,microbial community density and membership within five species in family Hesperiidae Raw sequence reads,"in this study, we sought to identify and compare the microbial community density and membership within five species in family Hesperiidae (skippers) using the Illumina Next-Generation Sequencing platform. The data described here are the first of their kind for skippers and provide a foundation for future studies into the activities of the gut microbiota and their potential roles in the ecology of the host",paired,0,0
PRJNA328587,Colaphellus bowringi,Coleoptera,insect gut metagenome Metagenome,"we used Illumina MiSeq platform to compare gut bacterial community composition in nondiapause- (reproductive) and diapause-destined female Colaphellus bowringi, a serious pest of vegetables in Asia.",paired,1,1
PRJNA328524,Colaphellus bowringi,Coleoptera,insect gut metagenome Raw sequence reads,"we used Illumina MiSeq platform to compare gut bacterial community composition in nondiapause- (reproductive) and diapause-destined female Colaphellus bowringi, a serious pest of vegetables in Asia by sequencing the V3-V4 hypervariable region of 16S ribosomal RNA gene.",paired,0,0
PRJNA328263,Pieris rapae,Lepidoptera,Impact of the glucosinolate sinigrin on bacterial communities in Pieris rapae,"Here we describe the response of the Pieris rapae microbiota to various concentrations of sinigrin, a glucosinolate found in one of the insect’s host plants. We found that the impact of sinigrin on the structure of the midgut microbiota is dependent on concentration, but not in a linear fashion.",paired,1,1
PRJNA328000,Ant,Hymenoptera,Bacterial communities of A.echinatior fungus-growing ants Targeted loci environmental,"16S_targeted metagenome of attine ant guts after treatment with antibiotics, sucrose or negative control",paired,0,0
PRJNA327837,locust,Orthoptera,insect gut metagenome Targeted Locus (Loci),"We are interested in studying host-microbiota interactions using Pieris rapae, the cabbage white butterfly, as a model system. We have shown that this microbial community is relatively simple - containing only tens of members as compared to hundreds or thousands observed in other systems. In these studies, we build on our original findings and investigate issues related to specific to host-microbiota interactions such as the impact of diet on the microbiota and susceptibility to disease.",paired,0,0
PRJNA327396,Anthonomus grandis,Coleoptera,Effect of different lignocellulosic diets on hydrolytic enzyme activities and bacterial microbiota in Anthonomus grandis gut,We applied a metagenomic approach to survey the eubacterial component present in the gut microbiome of A. grandis fed with three different lignocellulosic feedstocks. We sequenced the amplicons covering V3-V4 region of the 16S rRNA genes.,paired,1,1
PRJNA326955,Colorado potato beetle,Coleoptera,16S gut community analysis of Colorado potato beetle,"V3-V4 16S amplicons from the guts of Colorado potato beetle feeding on several different host plants, including tomato, horsenettle, buffalobur, nightshade, eggplant, and potato.",paired,1,1
PRJNA326195,Omphisa fuscidentalis Hampson,Lepidoptera,insect gut metagenome Raw sequence reads,To analysis microbial community in the Omphisa fuscidentalis Hampson gut,paired,0,0
PRJNA325102,Bactrocera oleae gastric caecas,Diptera,RNA sequencing reads from Bactrocera oleae gastric caecas,"Specialized gut appendages of the insect pest Bactrocera oleae called gastric caecas harbor a microbial community that includes the bacterium Candidatus Erwinia dacicola. This bacterium is the major symbiont of B. oleae, and is believed to be essential for the development of the insect larvae within the olive fruit. In this study, we prepared cDNA libraries from the gastric caecas of 3rd-instar larvae collected from Israel and feeding on immature (green) and mature (black) olives. The aim of the study was to obtain sequence information on the major symbiont and investigate the expression of E. dacicola genes in the two feeding regimes.",paired,0,0
PRJNA321809,Nilaparvata lugens,Hemiptera,"Gut bacterial flora of field collected (insecticide-resistant) and laboratory-reared (insecticide susceptible) populations of the brown planthopper, Nilaparvata lugens Raw sequence reads","Present study investigates the bacterial community structure and diversity associated with laboratory-reared (insecticide-susceptible) and field-collected populations (insecticide-resistant) of Nilaparvata lugens, one of the major pests of rice throughout tropical and temperate regions of Asia.",paired,0,0
PRJNA321197,honey bee,Hymenoptera,Honey Bee (Apis mellifera) Raw sequence reads,"The importance of gut microbial communities for animal health has become increasingly clear. Early gut succession and diet-related shifts in bacterial community composition can be associated with a variety of acute and chronic diseases. Here we determined the effect of host niche and nutrient source on gut bacterial composition of the honey bee (Apis mellifera). We provided caged bees with naturally collected pollen and pollen substitute, both fresh and aged, then recorded host development and bacterial community composition of four nutrient-processing host niches. Feeding fresh pollen or fresh substitute, we found no difference in host mortality, consumption rate, development, or microbial community composition. In contrast, bees fed aged nutrition differed markedly, suffering impaired development, increased mortality, and developed a significantly different microbiome throughout the alimentary tract. Consuming an aged nutrient source resulted in a significant reduction of the core ileum bacterium Snodgrassella alvi and a corresponding increase of opportunistic pathogen Frischella perrara. Moreover, the relative abundance of S. alvi in the ileum was positively correlated with host survival and development. The inverse was true for F. perrara, reinforcing its role as an opportunistic gut pathogen. Echoing results from bumble bees, Parasacharibacter apium was also associated with negative host effects in general. Collectively, our findings suggest that the early establishment of S. alvi is associated with healthy nurse development, potentially excluding F. perrara and P. apium from the ileum. The pattern of dysbiosis in the ileum was reflected in the rectum, mouthparts and hypopharyngeal glands, suggesting a systemic physiological response. Our findings provide insight into the role nutrition plays in host health and the establishment of a characeristic gut microbiome.",single,0,0
PRJNA320551,Periplaneta americana,Blattodea,Wild Periplaneta Americana,Raw 16S rRNA sequences from the hindgut microbiota of Periplaneta americana. P. americana were collected from the wild (time zero) on the University of Georgia's campus and then placed in laboratory conditions for 14 days.,paired,1,1
PRJNA320550,Periplaneta americana,Blattodea,Long Term Dietary Shift,"Raw 16S rRNA sequences from the hindgut microbiota of Periplaneta americana. P. americana were raised in the laboratory on a diet of dog food (time zero) and then received a dietary perturbation for up to 90-days. Treatments included dog food, starvation, bran, filter paper, butter, tuna, and white flour. Time points were taken, as available, at 1, 2, 3, 7, 14, 60, and 90 days after the initial dietary shift.",paired,1,1
PRJNA320546,Periplaneta americana,Blattodea,Short Term Dietary Shift,"Raw 16S rRNA sequences from the hindgut microbiota of Periplaneta americana. P. americana were raised in the laboratory on a diet of dog food (time zero) and then received a dietary perturbation for 14-days. Treatments included tuna, butter, whole wheat flour, white flour, a mixed diet of all the foods, or starvation.",paired,1,0
PRJNA320132,honey bee,Hymenoptera,insect gut metagenome Raw sequence reads,Gut microbiome from honey bees exposed to different pesticides,single,0,0
PRJNA318555,Gryllodes sigillatus,Orthoptera,Mating affects the gut microbiome in nuptial feeding insects,"The effects of mating, nuptial gift consumption, and dietary protein on the gut microbiome of Geyllodes sigillatus were examined.",paired,1,1
PRJNA318375,Gryllodes sigillatus,Orthoptera,Mating affects the gut microbiome in nuptial feeding insects,The effects of mating and nuptial feeding on the gut microbiome were examined.,paired,1,1
PRJNA317235,Galleria mellonella/Heterorhabditis megidis,Lepidoptera/Nematoda,Studies of bacterial community in G. mellonella larvae alone or infected with Heterorhabditis megidis nematodes; 16S and 18S rDNA loci,"In this study, we aim to understand the bacterial community associated with both freeze-killed and H. megidis-killed G. mellonella larvae decomposition over time. From a pathogenesis perspective, we want to test the hypothesis that a symbiont of H. megidis, the bacterium Photorhabdus luminescens, dominates the nematode-killed insect larvae community in contrast to the freeze killed community.",paired,1,0
PRJNA316066,Dysdercus cingulatus Fabricius (Hemiptera:Pyrrhocoridae),Hemiptera,16S rRNA based identification of microbial community colonizing the gut of Dysdercus cingulatus Fabricius (Hemiptera:Pyrrhocoridae),Dysdercus cingulatus is a pest of cotton including BT cotton. The objective of the study is to characterize the microbial community in its gut.,paired,0,0
PRJNA315436,Dung beetle,Coleoptera,Gut microbiome of two Pachysoma spp.,The bacterial and fungal gut microbiomes of two Pachysoma species feeding on different substrates were sequenced to better understand the effect of host diet and phylogeny on the insect microbiomes of this species of dung beetle,paired,0,0
PRJNA315196,Mosquito,Diptera,Gut microbiota in mosquito Metagenome,"The commensal bacterial living in association with the midgut of Anopheles stephensi adult females from laboratory colonies was studied by sequencing the V4 region in 16S rRNA genes, with respect to three experimental factors: stable Wolbachia infection; sugar or blood diet; and age.",paired,1,0
PRJNA315186,Periplaneta americana,Blattodea,Periplaneta americana isolate:NC Metagenome,Hindgut microbiome of Periplaneta americana with and without parasitic nematodes (artificial and natural infection).,single,0,0
PRJNA314839,Cockroach,Blattodea,Viviparous cockroach species gut microbiome,To characterize the microbiota of females and their associated developing embryos,paired,1,1
PRJNA314047,Periplaneta americana,Blattodea,gut of Periplaneta americana Raw sequence reads,Diversity of gut microbiota of Periplaneta americana,paired,0,0
PRJNA313530,Bumble bee,Hymenoptera,16S rDNA Gut Bumblebee Targeted Locus (Loci),"The gut microbial communities of adults and larvae from one wild bumblebee nest (Bombus pascuorum), supplemented with foragers out of the environment",paired,1,1
PRJNA312432,Periplaneta fuliginosa,Blattodea,Periplaneta fuliginosa isolate:EE Metagenome,Gut microbiome of smoky brown cockroach Periplaneta fuliginosa with and without natural parasitic nematode Leidynema appendiculatum,single,0,0
PRJNA310965,Drosophila melanogaster,Diptera,Drosophila Melanogaster gut microbiota composition associated with Wolbachia infection and antibiotic treatment,This study characterises changes in gut microbiota composition in Drosophila Melanogaster associated with Wolbachia infection and antibiotic treatment.,single,0,0
PRJNA310871,honey bee,Hymenoptera,bacterial 16S sequences from the guts of honey bees fed fungicide Targeted Locus (Loci),"The goal of this study was to determine whether the microbial communities present in honey bee guts were impacted by fungicide (Pristine). The fungicide was applied to loose pollen and the bees foraged on this pollen and brought it back to their hives. Bees were reared in the hives and were collected when they were performing nurse worker duties. The guts (not including the crop) were dissected, total DNA was extracted, and the 16S rRNA gene sequence was amplified from the total DNA. This DNA was then sequenced and analyzed to determine whether guts from nurse worker bees fed fungicide harbored a different microbiota than guts from nurse worker bees fed pollen without fungicide.",single,0,0
PRJNA310744,Bemisia tabaci,Hemiptera,Bemisia tabaci metagenomic assembly 1,Bemisia tabaci metagenomics provides general idea about the bacterial endosymbionts present in the gut of the insect,paired,0,0
PRJNA309422,Bee,Hymenoptera,Corbiculate bee gut amplicons Raw sequence reads,16S rRNA amplicons from corbiculate bee gut community,paired,1,1
PRJNA308621,Cephalotes rohweri,Hymenoptera,A bacterial filter protects and structures the gut microbiome of an insect,"This study investigated the role of the proventriculus, a valve located between the crop and midgut of insects, in structuring the gut microbial community of the Sonoran Desert turtle ant (Cephalotes rohweri). To determine whether the proventriculus plays a role in structuring the gut microbiome, we investigated 1) whether bacterial communities differ upstream (crop) and downstream (midgut) of the proventriculus, and 2) whether the proventricular surface hosts a distinct bacterial community from the crop. Using 454 amplicon pyrosequencing, we sequenced the crop, proventricular surface, midgut, hindgut ileum, and rectum of field-collected workers from seven spatially segregated colonies.",single,0,0
PRJNA308620,Cephalotes rohweri,Hymenoptera,ant Cephalotes rohweri gut bacteria sequence reads,"This study investigated the role of the proventriculus, a valve located between the crop and midgut of insects, in structuring the gut microbial community of the Sonoran Desert turtle ant (Cephalotes rohweri). To determine whether the proventriculus plays a role in structuring the gut microbiome, we investigated 1) whether bacterial communities differ upstream (crop) and downstream (midgut) of the proventriculus, and 2) whether the proventricular surface hosts a distinct bacterial community from the crop. Using 454 amplicon pyrosequencing, we sequenced the crop, proventricular surface, midgut, hindgut ileum, and rectum of field-collected workers from seven spatially segregated colonies.",paired,0,0
PRJNA308064,Mosquito,Diptera,Mosquitoes midgut Raw sequence reads,"The knowledge on Anopheles gambiae and Culex quinquefasciatus midgut bacterial communities remains largely scanty, due to limitations of isolating techniques which are based on culturing.",single,0,0
PRJDB4110,bordered plant bugs,Hemiptera,Gut symbiotic microbiota of bordered plant bugs,"In this project, we investigated gut symbiotic microbiota of 3 species of bordered plant bugs, Physopelta gutta, P. parviceps, and P. slanbuschii (Hemiptera: Largidae), to characterize biological nature of the gut symbiotic bacteria, especially focusing on the symbiont localization, phylogenetic placement, and transmission mechanism of the symbiont, which would highlight the evolutionary mechanisms of the gut symbiosis in stinkbugs.",paired,1,1
PRJNA305910,Apis mellifera/Bombus,Hymenoptera,Study of Apis mellifera and Bombus gut microbiota targeted loci,These sequences are deeply sequenced targeted locus amplicon from the minD gene of the corbiculate bee symbiont Snodgrassella alvi and 16S rRNA genes of microbiota from Apis mellifera and Bombus species. These sequences were used to evaluate strain diversity in this bacteria.,single,0,0
PRJNA304949,Apis mellifera,Hymenoptera,The effects of Bt Cry1Ie toxin on the bacterial diversity in the midgut of Apis mellifera ligustica (Hymenoptera: Apidae),bacterial diversity in the midgut of Apis mellifera ligustica,paired,1,0
PRJNA304037,Bombyx mori (Lepidoptera: Bombycidae),Lepidoptera,Bombyx mori (Lepidoptera: Bombycidae) Metagenome,"Effect of fluoride on intestinal microecology in T6 and 734 strains of the silkworm, Bombyx mori L.",paired,1,0
PRJNA302152,Aedes aegypti,Diptera,Aedes aegypti midgut Raw sequence reads,"Study on bacterial diversity inside the midgut of dengue vector, Aedes aegypti, submitted to different conditions.",single,0,0
PRJNA301780,attine ants,Hymenoptera,uncultured bacteria of attine ants guts targetted metagenome,"16S_targeted metagenome of attine ant guts after treatment with antibiotics, sucrose or negative control",paired,1,1
PRJNA300845,Spruce budworm,Lepidoptera,Spruce budworm midgut Raw sequence reads,"The present study was designed to provide a first characterization of the effects of rearing conditions on the taxonomic diversity and structure of the C. fumiferana midgut microbiota, using a culture-independent approach.",single,0,0
PRJNA299246,Bumble bee,Hymenoptera,16S rDNA gut bumblebee Targeted Locus (Loci),Effect of lactic acid bacteria in indoor-reared bumblebees (Bombus terrestris) on colony performance and gut microbiota,paired,1,1
PRJNA297825,Fly,Diptera,Blowfly-derived mammal DNA Raw sequence reads,"Considering the need for more effective mammal monitoring approaches in peninsular Malaysia and across the tropics generally, our objective is to compare the sampling efficiency of different field methods. In particular, we aim to evaluate the effectiveness of the blowfly-derived mammal DNA method in generating species inventories and species richness estimates compared to other approaches: cage trapping, mist netting, hair trapping, scat collection, and camera trapping.",paired,0,0
PRJNA297247,Drosophila melanogaster,Diptera,Impact of the chromatin remodeling factor CHD1 on gut microbiome composition of Drosophila melanogaster,"We studied a potential role of the conserved chromatin assembly and remodeling factor CHD1 in the shaping of the gut microbiome in Drosophila melanogaster. Using high-throughput sequencing of 16S rRNA gene amplicons, we found that Chd1 deletion mutant fly guts exhibit significantly reduced microbial diversity compared to rescued control strains.",single,0,0
PRJNA291953,Pterostichus melanarius (beetle),Coleoptera,Feeding behavior of Pterostichus melanarius (beetle),The aim of this project was to find a linkage of Pterostichus melanarius feeding behavior and plant diversity. Is the diversity of the prey higher/lower with increasing diversity.,single,0,0
PRJNA290548,Drosophila melanogaster,Diptera,Microbiota characterization from the intestine of D. melanogaster 30 day old females (genotype w1118) raw sequence reads,"The goal of this study was to identify and compare the microbiota composition of aged D. melanogaster with differing health status. Intestinal samples were taken from 30 day old females at two time points following age-related loss of intestinal barrier dysfunction, and from age-matched healthy controls.",single,0,0
PRJNA290041,Panchlora,Blattodea,"Panchlora gut microbial communities from Gamboa, Panama - Panchlora_foregut_metagenome",Characterization of lignocellulose-degrading microbes in the guts of Panchlora cockroaches living in leaf cutter ant refuse dumps,paired,0,0
PRJNA290018,Panchlora,Blattodea,"Panchlora gut microbial communities from Gamboa, Panama - Panchlora_hindgut_metagenome",Characterization of lignocellulose-degrading microbes in the guts of Panchlora cockroaches living in leaf cutter ant refuse dumps,paired,0,0
PRJNA290014,Panchlora,Blattodea,Panchlora_midgut_metagenome,Characterization of lignocellulose-degrading microbes in the guts of Panchlora cockroaches living in leaf cutter ant refuse dumps,paired,0,0
PRJNA289884,Bumble bee,Hymenoptera,Bumble Bee Gut Reduced Representation Genomic Libraries Raw sequence reads,"For SNP discovery in Nosema bombi, an intracellular parasite of bumble bees.",single,0,0
PRJNA286917,Nicrophorus vespilloides,Coleoptera,Nicrophorus vespilloides RNAseq reads,Total RNA-seq from guts of Nicrophorus vespilloides in either breeding or non-breeding condition,paired,0,0
PRJNA285665,Bumble bee,Hymenoptera,16S rDNA gut bumblebee Targeted Locus (Loci),Impact of sugar syrup and pollen diet on bacterial diversity in gut of indoor-reared bumblebee (Bombus terrestris) by use of Miseq Illumina 16S sequencing,paired,1,1
PRJNA284583,Xylophagous Cockroaches,Blattodea,Gut Bacterial Community of the Xylophagous Cockroaches Metagenome,16S rRNA metagenome of Xylophagous Cockroaches guts,paired,1,0
PRJNA283668,Bombyx mori,Lepidoptera,Intestinal content of B. mori larvae breed:DaZao Metagenome,The objective of this work was to investigate the microbiota of the healthy silkworm Bombyx mori gut and the change after infection with the B. mori cypovirus (BmCPV).,paired,0,0
PRJNA283653,silkworm,Lepidoptera,Silkworm intestine bacteria metagenome,Community of bacteria in silkworm intestine and its change in different time or after infected virus,paired,0,0
PRJNA280748,honeybee,Hymenoptera,Guts from worker honey bees targeted loci,"Newly emerged workers were placed into experimental treatments (nurses present vs. not present, artificial vs. natural food) and were aged for 3 days or 7 days. The guts of these workers (not including the crop) was then dissected out, DNA was extracted, and the 16S rRNA gene was amplified from the microbial population in each sample.",single,0,0
PRJNA280270,Ant,Hymenoptera,Uncultured bacteria of fungus-growing ants guts (attines),16S-Miseq sequencing in guts of fungus-growing ants,paired,1,1
PRJNA279115,,,The insect gut bacteria Raw sequence reads,Study about the insect gut bacteria,paired,1,1
PRJNA277958,Helicoverpa armigera,Lepidoptera,16S V3 based Microbial community analysis of larval gut of Helicoverpa armigera,"Helicoverpa armigera (Hübner) (Lepidoptera: Noctuidae), is one of the serious insect pests infesting tomato worldwide. It is increasingly evident from many literatures that the gut microbiota plays a remarkable role in the insects’ life. The gut microbiome affects all aspects of the holobiont’s (insect plus all of its associated microorganisms) fitness such as adaptation, survival, development, growth, reproduction and evolution. To classify bacteria, the 16S rRNA is commonly used because of its ubiquitous presence among prokaryotic organisms. Due to its small size of approximately 1,500 bp and its alternating structure of highly conserved and hypervariable regions (V1-V9) the 16S rRNA gene is well suited for identification and phylogenic analysis of organisms. In standard approaches, DNA is amplified using primers binding in conserved regions allowing partial amplification of the 16S rRNA gene of most bacteria. PCR products of primers spanning one or more hypervariable region can be used for sequencing and subsequent classification.",paired,0,0
PRJNA277545,Bactrocera dorsalis,Diptera,Pyrosequencing reveals a shift in symbiotic bacteria populations across life stages of Bactrocera dorsalis,"454 pyrosequencing was used to identify the bacteria associated with different developmental stages of B. dorsalis, a serious agricultural pest.These findings increase our understanding of the intricate symbiotic relationships between bacteria and B. dorsalis and provide clues to develop potential biocontrol techniques against this fruit fly",paired,0,0
PRJNA272554,Bumble bee,Hymenoptera,The studies of microbial diversity on bombus gut,Two dominant ecotypes of gut microbiome in Chinese bumble bees,single,0,0
PRJNA271896,Bumble bee,Hymenoptera,Bumble bee guts Metagenome,16S rRNA meta-sequencing of bacteria in guts of 9 species of bumble bee (Bombus spp),single,0,0
